ID,CONVERTED_ACCOUNT_ID,A_LEAD_ASSOCIATED_COUNTRY_C,A_LEAD_UTM_SOURCE_C,CREATED_DATE,A_LEAD_FIRST_REACH_OUT_DATE_C,A_LEAD_FIRST_MEETING_CREATION_DATE_C,A_LEAD_FIRST_MEETING_DATE_C,A_LEAD_LAST_MEETING_DATE_C,IS_DELETED
00Q1i00000APS3YEAX,,Germany,facebook,2022-02-08T19:51:58Z,2022-02-09T12:55:08Z,,,,FALSE
00Q1i00000APS3dEAH,,Germany,display,2022-02-08T19:53:15Z,2022-02-09T12:56:32Z,,,,FALSE
00Q1i00000APS3iEAH,,Italy,google,2022-02-08T19:56:45Z,2022-02-09T08:42:39Z,,,,FALSE
00Q1i00000APS3sEAH,,France,facebook,2022-02-08T19:58:15Z,2022-02-09T09:07:09Z,,,,FALSE
00Q1i00000APS3xEAH,0011i00001OUmxbAAD,France,facebook,2022-02-08T19:58:28Z,2022-02-09T09:47:36Z,2022-02-09T14:15:14Z,2022-02-11T08:00:00Z,2022-02-21T13:00:00Z,FALSE
00Q1i00000APS42EAH,,Italy,google,2022-02-08T19:59:57Z,2022-02-09T08:52:46Z,,,,FALSE
00Q1i00000APS47EAH,,Spain,facebook,2022-02-08T20:02:23Z,2022-02-09T08:44:27Z,,,,FALSE
00Q1i00000APS4CEAX,,France,google,2022-02-08T20:02:37Z,2022-02-09T08:44:14Z,2022-02-10T08:53:33Z,2022-02-10T09:00:00Z,2022-02-10T09:00:00Z,FALSE
00Q1i00000APS4IEAX,,France,facebook,2022-02-08T20:03:51Z,2022-02-09T08:49:59Z,,,,FALSE
00Q1i00000APS4HEAX,,Spain,google,2022-02-08T20:03:51Z,2022-02-09T08:40:18Z,,,,FALSE
00Q1i00000APS4MEAX,0011i00001O8h0eAAB,Italy,facebook,2022-02-08T20:04:21Z,2022-02-09T09:37:54Z,2022-02-09T09:38:05Z,2022-02-09T13:00:00Z,2022-02-09T13:00:00Z,FALSE
00Q1i00000APS4WEAX,,France,facebook,2022-02-08T20:05:21Z,2022-02-09T09:39:14Z,,,,FALSE
00Q1i00000APS4bEAH,,Spain,facebook,2022-02-08T20:06:05Z,2022-02-09T08:52:25Z,,,,FALSE
00Q1i00000APS4gEAH,,Italy,facebook,2022-02-08T20:08:07Z,2022-02-09T09:14:50Z,2022-02-09T09:14:56Z,2022-02-09T18:00:00Z,2022-03-15T11:00:00Z,FALSE
00Q1i00000APS5AEAX,,Italy,facebook,2022-02-08T20:19:32Z,2022-02-09T08:43:01Z,2022-02-09T15:17:05Z,2022-02-10T18:00:00Z,2022-02-10T18:00:00Z,FALSE
00Q1i00000APS5PEAX,,Spain,google,2022-02-08T20:21:39Z,2022-02-09T10:27:00Z,,,,FALSE
00Q1i00000APS5VEAX,,France,facebook,2022-02-08T20:22:20Z,2022-02-09T09:14:15Z,,,,FALSE
00Q1i00000APS5UEAX,,Spain,facebook,2022-02-08T20:22:20Z,2022-02-09T08:44:42Z,,,,FALSE
00Q1i00000APS5ZEAX,,Italy,facebook,2022-02-08T20:22:47Z,2022-02-09T09:34:08Z,,,,FALSE
00Q1i00000APS5jEAH,,France,facebook,2022-02-08T20:24:22Z,2022-02-09T08:43:03Z,,,,FALSE
00Q1i00000APS5oEAH,,France,google,2022-02-08T20:24:45Z,2022-02-09T10:17:00Z,,,,FALSE
00Q1i00000APS5yEAH,,Spain,facebook,2022-02-08T20:27:52Z,2022-02-09T08:40:45Z,2022-02-09T08:50:13Z,2022-02-09T17:00:00Z,2022-02-11T15:00:00Z,FALSE
00Q1i00000APS63EAH,,Italy,lm,2022-02-08T20:28:06Z,2022-02-09T09:55:11Z,2022-02-10T16:02:15Z,2022-02-17T15:00:00Z,2022-02-21T16:00:00Z,FALSE
00Q1i00000APS6DEAX,0011i00001O9JcXAAV,Germany,(direct),2022-02-08T20:30:30Z,2022-02-09T12:58:08Z,2022-02-10T10:58:16Z,2022-02-10T14:00:00Z,2022-02-10T14:00:00Z,FALSE
00Q1i00000APS6SEAX,,France,google,2022-02-08T20:31:27Z,2022-02-09T09:51:08Z,,,,FALSE
00Q1i00000APS6mEAH,,Spain,facebook,2022-02-08T20:34:12Z,2022-02-09T08:40:05Z,2022-02-09T08:51:12Z,2022-02-11T11:00:00Z,2022-02-11T11:00:00Z,FALSE
00Q1i00000APS71EAH,0011i00001O9HwOAAV,Germany,facebook,2022-02-08T20:35:49Z,2022-02-09T12:58:53Z,2022-02-09T13:07:11Z,2022-02-10T12:00:00Z,2022-02-10T12:00:00Z,FALSE
00Q1i00000APS72EAH,0011i00001ORNVrAAP,Germany,facebook,2022-02-08T20:35:49Z,2022-02-09T13:13:06Z,2022-02-09T13:17:10Z,2022-02-14T13:00:00Z,2022-02-14T13:00:00Z,FALSE
00Q1i00000APS76EAH,,Italy,google,2022-02-08T20:37:30Z,2022-02-09T08:48:13Z,,,,FALSE
00Q1i00000APS7BEAX,,France,google,2022-02-08T20:38:51Z,2022-02-09T09:47:00Z,,,,FALSE
00Q1i00000APS7GEAX,,France,mvf,2022-02-08T20:39:14Z,2022-02-09T08:45:40Z,,,,FALSE
00Q1i00000APS7LEAX,,France,facebook,2022-02-08T20:40:19Z,2022-02-09T08:49:13Z,,,,FALSE
00Q1i00000APS7QEAX,,Italy,facebook,2022-02-08T20:41:26Z,2022-02-09T08:49:32Z,,,,FALSE
00Q1i00000APS7aEAH,,France,google,2022-02-08T20:45:08Z,2022-02-09T09:52:02Z,,,,FALSE
00Q1i00000APS7pEAH,,France,facebook,2022-02-08T20:45:32Z,2022-02-09T09:10:11Z,,,,FALSE
00Q1i00000APS7uEAH,,France,facebook,2022-02-08T20:47:07Z,2022-02-09T07:28:10Z,,,,FALSE
00Q1i00000APS84EAH,,France,facebook,2022-02-08T20:50:19Z,2022-02-09T10:17:57Z,2022-02-09T10:56:19Z,2022-02-10T08:30:00Z,2022-02-10T08:30:00Z,FALSE
00Q1i00000APS89EAH,,Spain,google,2022-02-08T20:54:46Z,2022-02-09T08:27:31Z,,,,FALSE
00Q1i00000APS8EEAX,,France,google,2022-02-08T20:55:44Z,2022-02-09T09:08:04Z,,,,FALSE
00Q1i00000APS8KEAX,,Spain,facebook,2022-02-08T20:59:01Z,2022-02-09T08:45:48Z,,,,FALSE
00Q1i00000APS8JEAX,,Italy,google,2022-02-08T20:59:01Z,2022-02-09T09:27:24Z,2022-02-09T09:27:28Z,2022-02-09T18:00:00Z,2022-02-09T18:00:00Z,FALSE
00Q1i00000APS8OEAX,,France,facebook,2022-02-08T20:59:57Z,2022-02-09T09:46:16Z,,,,FALSE
00Q1i00000APS8sEAH,,Italy,facebook,2022-02-08T21:06:57Z,2022-02-09T09:19:30Z,,,,FALSE
00Q1i00000APS9lEAH,,France,facebook,2022-02-08T21:12:41Z,2022-02-09T08:44:48Z,,,,FALSE
00Q1i00000APSAAEA5,,Spain,facebook,2022-02-08T21:14:10Z,2022-02-09T08:23:17Z,,,,FALSE
00Q1i00000APSAjEAP,,France,facebook,2022-02-08T21:24:31Z,2022-02-09T08:46:52Z,,,,FALSE
00Q1i00000APSAoEAP,0011i00001O8l8pAAB,Spain,facebook,2022-02-08T21:25:38Z,2022-02-09T09:27:35Z,2022-02-09T09:38:27Z,2022-02-09T15:00:00Z,2022-02-09T15:00:00Z,FALSE
00Q1i00000APSB3EAP,,France,facebook,2022-02-08T21:34:21Z,2022-02-09T09:21:27Z,,,,FALSE
00Q1i00000APSBDEA5,0011i00001O8oMAAAZ,France,google,2022-02-08T21:35:32Z,2022-02-09T08:56:05Z,2022-02-09T09:24:39Z,2022-02-09T17:00:00Z,2022-02-09T17:00:00Z,FALSE
00Q1i00000APSBNEA5,,France,google,2022-02-08T21:36:28Z,2022-02-09T10:57:19Z,,,,FALSE
00Q1i00000APSBSEA5,,France,mvf,2022-02-08T21:38:20Z,2022-02-09T07:56:27Z,,,,FALSE
00Q1i00000APSBXEA5,,Italy,facebook,2022-02-08T21:39:27Z,2022-02-09T08:47:49Z,,,,FALSE
00Q1i00000APSBhEAP,,France,,2022-02-08T21:41:45Z,2022-02-09T08:41:39Z,,,,FALSE
00Q1i00000APSBmEAP,,France,facebook,2022-02-08T21:43:02Z,2022-02-09T08:47:30Z,,,,FALSE
00Q1i00000APSBxEAP,,France,facebook,2022-02-08T21:49:42Z,2022-02-09T09:41:58Z,,,,FALSE
00Q1i00000APSBwEAP,,Italy,facebook,2022-02-08T21:49:42Z,2022-02-09T09:14:28Z,,,,FALSE
00Q1i00000APSC1EAP,,Germany,google,2022-02-08T21:50:29Z,2022-02-09T13:20:30Z,,,,FALSE
00Q1i00000APSC6EAP,0011i00001ORNeTAAX,Italy,facebook,2022-02-08T21:51:57Z,2022-02-09T09:56:28Z,2022-02-09T11:07:42Z,2022-02-09T19:00:00Z,2022-02-14T09:00:00Z,FALSE
00Q1i00000APSCBEA5,,France,facebook,2022-02-08T21:52:11Z,2022-02-09T09:09:42Z,,,,FALSE
00Q1i00000APSCLEA5,,France,facebook,2022-02-08T21:54:27Z,2022-02-09T10:18:44Z,,,,FALSE
00Q1i00000APSCQEA5,0011i00001O8gMaAAJ,France,google,2022-02-08T21:56:05Z,2022-02-09T09:54:48Z,2022-02-09T09:56:09Z,2022-02-09T13:00:00Z,2022-02-09T13:00:00Z,FALSE
00Q1i00000APSCVEA5,,Italy,facebook,2022-02-08T21:56:44Z,2022-02-09T08:47:19Z,,,,FALSE
00Q1i00000APSCfEAP,,France,google,2022-02-08T21:57:20Z,2022-02-09T09:45:40Z,,,,FALSE
00Q1i00000APSCkEAP,,Spain,facebook,2022-02-08T21:58:18Z,2022-02-09T08:25:51Z,2022-02-09T11:05:43Z,2022-02-13T09:00:00Z,2022-02-14T11:00:00Z,FALSE
00Q1i00000APSCpEAP,,Germany,facebook,2022-02-08T21:59:45Z,2022-02-09T13:30:30Z,,,,FALSE
00Q1i00000APSCuEAP,,France,,2022-02-08T22:01:57Z,2022-02-09T08:37:53Z,2022-02-09T08:41:16Z,2022-02-09T10:00:00Z,2022-02-09T10:00:00Z,FALSE
00Q1i00000APSCzEAP,0011i00001OS0keAAD,Spain,facebook,2022-02-08T22:03:57Z,2022-02-09T08:22:36Z,2022-02-09T15:52:49Z,2022-02-15T16:00:00Z,2022-02-15T16:00:00Z,FALSE
00Q1i00000APSD9EAP,,France,facebook,2022-02-08T22:05:29Z,2022-02-09T08:46:31Z,,,,FALSE
00Q1i00000APSDJEA5,0011i00001O9GdNAAV,Germany,google,2022-02-08T22:06:57Z,2022-02-09T13:31:48Z,2022-02-09T13:38:41Z,2022-02-10T13:00:00Z,2022-02-10T13:00:00Z,FALSE
00Q1i00000APSDdEAP,0011i00001O9FkQAAV,Germany,google,2022-02-08T22:14:27Z,2022-02-09T13:41:39Z,2022-02-09T13:45:41Z,2022-02-10T09:00:00Z,2022-02-10T09:00:00Z,FALSE
00Q1i00000APSDnEAP,,Spain,facebook,2022-02-08T22:19:34Z,2022-02-09T08:13:19Z,,,,FALSE
00Q1i00000APSDsEAP,,France,facebook,2022-02-08T22:20:19Z,2022-02-09T09:20:49Z,,,,FALSE
00Q1i00000APSE7EAP,,France,mvf,2022-02-08T22:23:25Z,2022-02-09T08:48:29Z,,,,FALSE
00Q1i00000APSEMEA5,,Italy,facebook,2022-02-08T22:28:09Z,2022-02-09T08:55:14Z,,,,FALSE
00Q1i00000APSEWEA5,,Italy,facebook,2022-02-08T22:30:57Z,2022-02-09T08:48:47Z,,,,FALSE
00Q1i00000APSEbEAP,0011i00001OvFi9AAF,France,leboncoin,2022-02-08T22:35:47Z,2022-02-09T10:04:13Z,2022-02-09T11:02:21Z,2022-02-10T17:00:00Z,2022-02-22T17:30:00Z,FALSE
00Q1i00000APSElEAP,,Spain,google,2022-02-08T22:38:00Z,2022-02-09T09:14:13Z,2022-02-09T09:26:44Z,2022-02-11T09:00:00Z,2022-02-11T09:00:00Z,FALSE
00Q1i00000APSEqEAP,,Germany,google,2022-02-08T22:40:37Z,2022-02-09T13:48:00Z,,,,FALSE
00Q1i00000APSEvEAP,,France,mvf,2022-02-08T22:41:27Z,2022-02-09T08:41:08Z,,,,FALSE
00Q1i00000APSF5EAP,,France,facebook,2022-02-08T22:42:09Z,2022-02-09T09:45:20Z,,,,FALSE
00Q1i00000APSFAEA5,,Italy,facebook,2022-02-08T22:44:36Z,2022-02-09T09:21:06Z,2022-02-09T09:21:13Z,2022-02-09T18:00:00Z,2022-02-09T18:00:00Z,FALSE
00Q1i00000APSFKEA5,,France,google,2022-02-08T22:52:37Z,2022-02-09T08:37:04Z,,,,FALSE
00Q1i00000APSFUEA5,0011i00001O8jkoAAB,Italy,facebook,2022-02-08T22:56:05Z,2022-02-09T09:29:03Z,2022-02-09T15:03:34Z,2022-02-09T18:00:00Z,2022-02-09T18:00:00Z,FALSE
00Q1i00000APSFeEAP,,France,google,2022-02-08T22:58:39Z,2022-02-09T08:45:40Z,,,,FALSE
00Q1i00000APSFjEAP,,France,facebook,2022-02-08T22:59:25Z,2022-02-09T09:59:05Z,,,,FALSE
00Q1i00000APSFpEAP,,France,facebook,2022-02-08T23:01:27Z,2022-02-09T09:20:05Z,,,,FALSE
00Q1i00000APSFoEAP,,Italy,facebook,2022-02-08T23:01:27Z,2022-02-09T08:41:19Z,2022-02-09T10:15:12Z,2022-02-10T09:00:00Z,2022-02-10T09:00:00Z,FALSE
00Q1i00000APSFtEAP,,France,facebook,2022-02-08T23:03:40Z,2022-02-09T08:54:47Z,,,,FALSE
00Q1i00000APSFyEAP,0011i00001O9MCFAA3,Italy,google,2022-02-08T23:04:16Z,2022-02-09T09:22:28Z,2022-02-09T09:22:37Z,2022-02-10T17:00:00Z,2022-02-10T17:00:00Z,FALSE
00Q1i00000APSG3EAP,,France,,2022-02-08T23:04:32Z,2022-02-09T09:37:51Z,,,,FALSE
00Q1i00000APSG8EAP,,France,facebook,2022-02-08T23:09:39Z,2022-02-09T09:38:36Z,,,,FALSE
00Q1i00000APSGDEA5,,Italy,facebook,2022-02-08T23:09:58Z,2022-02-09T10:11:27Z,2022-02-14T12:28:03Z,2022-02-14T14:00:00Z,2022-02-14T14:00:00Z,FALSE
00Q1i00000APSGIEA5,0011i00001O98JdAAJ,France,mvf,2022-02-08T23:14:32Z,2022-02-09T08:31:52Z,2022-02-09T08:32:07Z,2022-02-10T10:00:00Z,2022-02-10T10:00:00Z,FALSE
00Q1i00000APSGcEAP,,Italy,facebook,2022-02-08T23:27:46Z,2022-02-09T08:45:51Z,2022-02-09T08:46:02Z,2022-02-10T11:00:00Z,2022-02-10T11:00:00Z,FALSE
00Q1i00000APSGwEAP,,Spain,facebook,2022-02-08T23:38:05Z,2022-02-09T08:49:13Z,,,,FALSE
00Q1i00000APSH1EAP,0011i00001O8klYAAR,Italy,google,2022-02-08T23:38:23Z,2022-02-09T08:39:51Z,2022-02-09T08:39:59Z,2022-02-09T18:00:00Z,2022-02-09T18:00:00Z,FALSE
00Q1i00000APSH6EAP,,Germany,display,2022-02-08T23:41:06Z,2022-02-09T13:50:13Z,,,,FALSE
00Q1i00000APSHBEA5,,France,facebook,2022-02-08T23:41:30Z,2022-02-09T08:33:56Z,,,,FALSE
00Q1i00000APSHLEA5,,France,mvf,2022-02-08T23:54:47Z,2022-02-09T08:52:10Z,,,,FALSE
00Q1i00000APSHQEA5,,France,facebook,2022-02-08T23:56:57Z,2022-02-09T08:40:45Z,,,,FALSE
00Q1i00000APSHVEA5,,Italy,facebook,2022-02-09T00:11:17Z,2022-02-09T08:47:01Z,2022-02-09T10:06:35Z,2022-02-09T18:00:00Z,2022-02-09T18:00:00Z,FALSE
00Q1i00000APSHpEAP,0011i00001O9ahsAAB,France,google,2022-02-09T00:40:31Z,2022-02-09T08:38:31Z,2022-02-09T08:45:00Z,2022-02-11T10:00:00Z,2022-02-11T10:00:00Z,FALSE
00Q1i00000APSHzEAP,0011i00001P5MicAAF,Italy,facebook,2022-02-09T00:43:19Z,2022-02-09T09:14:32Z,2022-02-09T14:35:34Z,2022-02-09T18:00:00Z,2022-02-16T18:00:00Z,FALSE
00Q1i00000APSI4EAP,,France,facebook,2022-02-09T00:48:43Z,2022-02-09T09:43:17Z,,,,FALSE
00Q1i00000APSI9EAP,,Spain,facebook,2022-02-09T00:55:41Z,2022-02-09T08:21:25Z,2022-02-09T09:28:58Z,2022-02-11T16:00:00Z,2022-02-14T16:00:00Z,FALSE
00Q1i00000APSIEEA5,,Italy,facebook,2022-02-09T00:57:51Z,2022-02-09T09:37:37Z,2022-02-09T14:26:40Z,2022-02-10T10:00:00Z,2022-02-10T10:00:00Z,FALSE
00Q1i00000APSIJEA5,,France,facebook,2022-02-09T00:59:57Z,2022-02-09T08:44:50Z,,,,FALSE
00Q1i00000APSIOEA5,,Spain,facebook,2022-02-09T01:00:53Z,2022-02-09T08:39:12Z,2022-02-09T18:10:38Z,2022-02-14T16:00:00Z,2022-02-15T18:00:00Z,FALSE
00Q1i00000APSITEA5,,France,facebook,2022-02-09T01:08:28Z,2022-02-09T08:51:50Z,,,,FALSE
00Q1i00000APSIYEA5,,Germany,google,2022-02-09T01:15:22Z,2022-02-09T13:51:22Z,2022-02-09T14:16:06Z,2022-02-09T09:00:00Z,2022-02-09T09:00:00Z,FALSE
00Q1i00000APSIdEAP,,France,google,2022-02-09T01:29:01Z,2022-02-09T10:37:13Z,,,,FALSE
00Q1i00000APSIiEAP,,France,facebook,2022-02-09T01:34:10Z,2022-02-09T08:39:19Z,,,,FALSE
00Q1i00000APSIxEAP,,France,facebook,2022-02-09T01:47:17Z,2022-02-09T09:37:24Z,,,,FALSE
00Q1i00000APSJ2EAP,0011i00001ORzFnAAL,Germany,facebook,2022-02-09T01:49:47Z,2022-02-09T13:56:09Z,2022-02-09T14:11:42Z,2022-02-10T13:00:00Z,2022-02-10T13:00:00Z,FALSE
00Q1i00000APSJ7EAP,,Spain,facebook,2022-02-09T02:01:29Z,2022-02-09T08:55:13Z,,,,FALSE
00Q1i00000APSJHEA5,,Spain,facebook,2022-02-09T02:11:07Z,2022-02-09T08:50:40Z,,,,FALSE
00Q1i00000APSJMEA5,,Italy,google,2022-02-09T02:12:46Z,2022-02-09T09:59:35Z,2022-02-09T10:33:27Z,2022-02-09T18:00:00Z,2022-02-09T18:00:00Z,FALSE
00Q1i00000APSJWEA5,0011i00001PYTOdAAP,Spain,facebook,2022-02-09T02:24:59Z,2022-02-09T08:26:40Z,2022-02-09T08:42:00Z,2022-02-10T17:00:00Z,2022-02-10T17:00:00Z,FALSE
00Q1i00000APSJbEAP,,Italy,facebook,2022-02-09T02:30:47Z,,,,,FALSE
00Q1i00000APSJcEAP,,Germany,facebook,2022-02-09T02:30:47Z,2022-02-09T14:12:52Z,,,,FALSE
00Q1i00000APSJgEAP,,France,facebook,2022-02-09T02:44:57Z,2022-02-09T09:41:57Z,,,,FALSE
00Q1i00000APSU1EAP,,France,facebook,2022-02-09T04:02:48Z,2022-02-09T09:08:38Z,,,,FALSE
00Q1i00000APSUqEAP,,Italy,facebook,2022-02-09T05:07:45Z,2022-02-09T08:44:28Z,2022-02-11T09:40:52Z,2022-02-15T10:00:00Z,2022-03-01T10:00:00Z,FALSE
00Q1i00000APSUpEAP,,France,facebook,2022-02-09T05:07:45Z,2022-02-09T09:27:20Z,,,,FALSE
00Q1i00000APSUzEAP,,Italy,facebook,2022-02-09T05:10:14Z,2022-02-09T08:43:43Z,2022-02-09T08:43:49Z,2022-02-09T18:00:00Z,2022-02-09T18:00:00Z,FALSE
00Q1i00000APSV4EAP,0011i00001O8pR2AAJ,Italy,facebook,2022-02-09T05:12:11Z,2022-02-09T09:13:43Z,2022-02-09T09:13:55Z,2022-02-09T17:00:00Z,2022-02-08T17:12:00Z,FALSE
00Q1i00000APSV9EAP,,Germany,facebook,2022-02-09T05:13:15Z,2022-02-09T14:21:30Z,2022-02-09T14:27:32Z,2022-02-14T11:00:00Z,2022-02-14T11:00:00Z,FALSE
00Q1i00000APSVEEA5,,France,facebook,2022-02-09T05:14:43Z,2022-02-09T10:02:21Z,,,,FALSE
00Q1i00000APSVJEA5,,France,google,2022-02-09T05:14:58Z,2022-02-09T08:39:02Z,2022-02-10T09:16:49Z,2022-02-11T12:00:00Z,2022-02-18T12:00:00Z,FALSE
00Q1i00000APSVTEA5,0011i00001O9IFRAA3,Germany,google,2022-02-09T05:21:25Z,2022-02-09T14:27:58Z,2022-02-09T14:32:56Z,2022-02-10T14:00:00Z,2022-02-10T14:00:00Z,FALSE
00Q1i00000APSVYEA5,,Spain,facebook,2022-02-09T05:35:20Z,2022-02-09T08:54:54Z,2022-10-18T13:16:00Z,2022-10-19T15:00:00Z,2022-10-31T09:00:00Z,FALSE
00Q1i00000APSViEAP,,Spain,google,2022-02-09T05:39:42Z,2022-02-09T08:52:06Z,2022-02-09T09:08:56Z,2022-02-16T16:00:00Z,2022-02-16T16:00:00Z,FALSE
00Q1i00000APSVxEAP,,Spain,facebook,2022-02-09T05:44:13Z,2022-02-09T09:11:50Z,2022-09-07T10:33:00Z,2022-09-07T12:00:00Z,2022-11-02T16:30:00Z,FALSE
00Q1i00000APSW2EAP,,Italy,facebook,2022-02-09T05:50:31Z,2022-02-09T09:31:24Z,,,,FALSE
00Q1i00000APSWMEA5,,Spain,facebook,2022-02-09T05:56:45Z,2022-02-09T08:53:13Z,,,,FALSE
00Q1i00000APSWgEAP,,Italy,facebook,2022-02-09T06:04:09Z,2022-02-09T08:56:40Z,,,,FALSE
00Q1i00000APSX0EAP,,Italy,facebook,2022-02-09T06:13:31Z,2022-02-09T09:28:37Z,2022-02-21T16:45:56Z,2022-02-23T17:00:00Z,2022-02-23T17:00:00Z,FALSE
00Q1i00000APSXAEA5,,Italy,facebook,2022-02-09T06:15:07Z,2022-02-09T10:06:40Z,,,,FALSE
00Q1i00000APSXUEA5,,France,facebook,2022-02-09T06:18:12Z,2022-02-09T08:37:34Z,,,,FALSE
00Q1i00000APSXZEA5,,Spain,facebook,2022-02-09T06:19:41Z,2022-02-09T09:13:25Z,,,,FALSE
00Q1i00000APSXjEAP,,Spain,facebook,2022-02-09T06:24:30Z,2022-02-09T09:00:39Z,,,,FALSE
00Q1i00000APSXkEAP,0011i00001O9aySAAR,Spain,facebook,2022-02-09T06:24:30Z,2022-02-09T08:52:12Z,2022-02-09T09:32:22Z,2022-02-10T11:00:00Z,2022-02-10T11:00:00Z,FALSE
00Q1i00000APSXtEAP,,France,mvf,2022-02-09T06:25:21Z,2022-02-09T08:22:26Z,2022-02-09T16:39:46Z,2022-02-09T17:30:00Z,2022-02-09T17:30:00Z,FALSE
00Q1i00000APSXyEAP,,France,facebook,2022-02-09T06:27:52Z,2022-02-09T09:22:17Z,,,,FALSE
00Q1i00000APSXzEAP,,France,facebook,2022-02-09T06:27:52Z,2022-02-09T09:39:41Z,,,,FALSE
00Q1i00000APSY8EAP,,Germany,facebook,2022-02-09T06:31:46Z,2022-02-09T14:34:53Z,,,,FALSE
00Q1i00000APSYIEA5,,Spain,facebook,2022-02-09T06:34:37Z,2022-02-09T08:37:58Z,2022-02-09T15:57:47Z,2022-02-10T17:00:00Z,2022-02-10T17:00:00Z,FALSE
00Q1i00000APSYNEA5,,Spain,facebook,2022-02-09T06:34:40Z,2022-02-09T09:12:45Z,,,,FALSE
00Q1i00000APSYXEA5,,Spain,facebook,2022-02-09T06:35:33Z,2022-02-09T08:50:17Z,,,,FALSE
00Q1i00000APSYcEAP,,Italy,merchantappinvoices,2022-02-09T06:36:38Z,2022-02-09T08:32:44Z,,,,FALSE
00Q1i00000APSYmEAP,,France,facebook,2022-02-09T06:39:36Z,2022-02-09T08:37:11Z,,,,FALSE
00Q1i00000APSYrEAP,0011i00001O8bggAAB,Spain,facebook,2022-02-09T06:41:25Z,2022-02-09T08:16:54Z,2022-02-09T09:01:10Z,2022-02-09T10:00:00Z,2022-02-09T10:00:00Z,FALSE
00Q1i00000APSYwEAP,,France,facebook,2022-02-09T06:41:57Z,2022-02-09T09:35:39Z,,,,FALSE
00Q1i00000APSZ1EAP,0011i00001O9bM7AAJ,Spain,facebook,2022-02-09T06:42:21Z,2022-02-09T08:22:33Z,2022-02-09T16:53:23Z,2022-02-11T11:00:00Z,2022-02-11T11:00:00Z,FALSE
00Q1i00000APSZLEA5,0011i00001ORNFkAAP,Italy,facebook,2022-02-09T06:45:20Z,2022-02-09T08:53:08Z,2022-02-09T08:53:17Z,2022-02-11T13:00:00Z,2022-02-14T13:00:00Z,FALSE
00Q1i00000APSZVEA5,,France,facebook,2022-02-09T06:50:20Z,2022-02-09T08:36:28Z,,,,FALSE
00Q1i00000APSZfEAP,,France,facebook,2022-02-09T06:56:25Z,2022-02-09T08:34:47Z,,,,FALSE
00Q1i00000APSZkEAP,,Italy,facebook,2022-02-09T06:57:08Z,2022-02-09T08:36:39Z,,,,FALSE
00Q1i00000APSZlEAP,,France,facebook,2022-02-09T06:57:08Z,2022-02-09T09:57:55Z,,,,FALSE
00Q1i00000APSaEEAX,,Italy,facebook,2022-02-09T07:05:28Z,2022-02-09T07:43:29Z,2022-02-17T09:39:30Z,2022-02-21T14:00:00Z,2022-02-28T13:30:00Z,FALSE
00Q1i00000APSaJEAX,,Germany,google,2022-02-09T07:05:53Z,2022-02-09T14:35:41Z,,,,FALSE
00Q1i00000APSaKEAX,,France,facebook,2022-02-09T07:05:53Z,2022-02-09T07:32:10Z,,,,FALSE
00Q1i00000APSaLEAX,,France,google,2022-02-09T07:07:36Z,2022-02-09T07:33:55Z,,,,FALSE
00Q1i00000APSaTEAX,,Germany,facebook,2022-02-09T07:09:04Z,2022-02-09T14:38:24Z,,,,FALSE
00Q1i00000APSaYEAX,,Spain,facebook,2022-02-09T07:11:26Z,2022-02-09T09:10:32Z,,,,FALSE
00Q1i00000APSadEAH,0011i00001OSQ0SAAX,France,facebook,2022-02-09T07:11:57Z,2022-02-09T07:35:10Z,2022-02-14T10:00:13Z,2022-02-14T16:00:00Z,2022-02-14T16:00:00Z,FALSE
00Q1i00000APSb2EAH,,Spain,facebook,2022-02-09T07:15:17Z,2022-02-09T09:26:04Z,,,,FALSE
00Q1i00000APSb7EAH,0011i00001OS19dAAD,Spain,facebook,2022-02-09T07:16:38Z,2022-02-09T08:07:31Z,2022-02-09T08:15:16Z,2022-02-15T16:00:00Z,2022-02-15T16:00:00Z,FALSE
00Q1i00000APSbREAX,,France,facebook,2022-02-09T07:20:07Z,2022-02-09T07:36:52Z,,,,FALSE
00Q1i00000APScPEAX,,France,leboncoin,2022-02-09T07:26:57Z,2022-02-09T08:35:33Z,,,,FALSE
00Q1i00000APSceEAH,,Italy,facebook,2022-02-09T07:30:18Z,2022-02-09T08:31:36Z,,,,FALSE
00Q1i00000APSctEAH,,Germany,facebook,2022-02-09T07:31:34Z,2022-02-09T14:41:57Z,,,,FALSE
00Q1i00000APScyEAH,,Italy,facebook,2022-02-09T07:32:39Z,2022-02-09T07:39:58Z,,,,FALSE
00Q1i00000APSdNEAX,0011i00001OTBGKAA5,Germany,facebook,2022-02-09T07:37:51Z,2022-02-09T14:43:18Z,2022-02-14T09:52:35Z,2022-02-18T09:00:00Z,2022-02-18T09:00:00Z,FALSE
00Q1i00000APSdXEAX,,Italy,facebook,2022-02-09T07:40:07Z,2022-02-09T07:44:18Z,2022-02-16T16:46:31Z,2022-02-16T18:00:00Z,2022-02-16T18:00:00Z,FALSE
00Q1i00000APSdhEAH,,Spain,facebook,2022-02-09T07:40:21Z,2022-02-09T08:52:45Z,2022-02-09T09:12:54Z,2022-02-10T09:00:00Z,2022-02-10T09:00:00Z,FALSE
00Q1i00000APSguEAH,,France,facebook,2022-02-09T07:47:39Z,2022-02-09T07:50:46Z,,,,FALSE
